run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v0_B_base_openrouter_20260729T111414471467,v0,v0+peb1c8179815b+t691c9099f0ef,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v0_B_base_openrouter_20260729T111414471467,v0,v0+peb1c8179815b+t691c9099f0ef,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T111414471467,v0,v0+peb1c8179815b+t691c9099f0ef,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v0_B_base_openrouter_20260729T111414471467,v0,v0+peb1c8179815b+t691c9099f0ef,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T111414471467,v0,v0+peb1c8179815b+t691c9099f0ef,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260729T112127908704,v1,v1+p0918e984e662+t691c9099f0ef,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T112127908704,v1,v1+p0918e984e662+t691c9099f0ef,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v1_B_base_openrouter_20260729T112127908704,v1,v1+p0918e984e662+t691c9099f0ef,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260729T112127908704,v1,v1+p0918e984e662+t691c9099f0ef,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v1_B_base_openrouter_20260729T112127908704,v1,v1+p0918e984e662+t691c9099f0ef,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T112127908704,v1,v1+p0918e984e662+t691c9099f0ef,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260729T112127908704,v1,v1+p0918e984e662+t691c9099f0ef,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v1_B_base_openrouter_20260729T112127908704,v1,v1+p0918e984e662+t691c9099f0ef,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openrouter_20260729T112127908704,v1,v1+p0918e984e662+t691c9099f0ef,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v1_B_base_openrouter_20260729T112127908704,v1,v1+p0918e984e662+t691c9099f0ef,base,R10_missing_handle,False,missing_info,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'text', got None"
v1_B_base_openrouter_20260729T112127908704,v1,v1+p0918e984e662+t691c9099f0ef,base,R11_missing_url,False,missing_info,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'text', got None"
v1_B_base_openrouter_20260729T112127908704,v1,v1+p0918e984e662+t691c9099f0ef,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v1_B_base_openrouter_20260729T112127908704,v1,v1+p0918e984e662+t691c9099f0ef,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v1_B_base_openrouter_20260729T112127908704,v1,v1+p0918e984e662+t691c9099f0ef,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openrouter_20260729T112127908704,v1,v1+p0918e984e662+t691c9099f0ef,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T112127908704,v1,v1+p0918e984e662+t691c9099f0ef,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260729T112127908704,v1,v1+p0918e984e662+t691c9099f0ef,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T112127908704,v1,v1+p0918e984e662+t691c9099f0ef,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v1_B_base_openrouter_20260729T112127908704,v1,v1+p0918e984e662+t691c9099f0ef,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T112127908704,v1,v1+p0918e984e662+t691c9099f0ef,base,M06_switch_tool,True,wrong_tool,extra_tool_call,lookup,lookup|social_search,False,False,False,extra tool call social_search
v2_B_base_openrouter_20260729T113305214588,v2,v2+p0918e984e662+tbdaa384b0f0f,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T113305214588,v2,v2+p0918e984e662+tbdaa384b0f0f,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v2_B_base_openrouter_20260729T113305214588,v2,v2+p0918e984e662+tbdaa384b0f0f,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T113305214588,v2,v2+p0918e984e662+tbdaa384b0f0f,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260729T113305214588,v2,v2+p0918e984e662+tbdaa384b0f0f,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T113305214588,v2,v2+p0918e984e662+tbdaa384b0f0f,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T113305214588,v2,v2+p0918e984e662+tbdaa384b0f0f,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v2_B_base_openrouter_20260729T113305214588,v2,v2+p0918e984e662+tbdaa384b0f0f,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T113305214588,v2,v2+p0918e984e662+tbdaa384b0f0f,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T113305214588,v2,v2+p0918e984e662+tbdaa384b0f0f,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260729T113305214588,v2,v2+p0918e984e662+tbdaa384b0f0f,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260729T113305214588,v2,v2+p0918e984e662+tbdaa384b0f0f,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v2_B_base_openrouter_20260729T113305214588,v2,v2+p0918e984e662+tbdaa384b0f0f,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v2_B_base_openrouter_20260729T113305214588,v2,v2+p0918e984e662+tbdaa384b0f0f,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T113305214588,v2,v2+p0918e984e662+tbdaa384b0f0f,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T113305214588,v2,v2+p0918e984e662+tbdaa384b0f0f,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T113305214588,v2,v2+p0918e984e662+tbdaa384b0f0f,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T113305214588,v2,v2+p0918e984e662+tbdaa384b0f0f,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260729T113305214588,v2,v2+p0918e984e662+tbdaa384b0f0f,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T113305214588,v2,v2+p0918e984e662+tbdaa384b0f0f,base,M06_switch_tool,True,wrong_tool,extra_tool_call,lookup,lookup|social_search,False,False,False,extra tool call social_search
v3_B_base_openrouter_20260729T113504578561,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T113504578561,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T113504578561,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T113504578561,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T113504578561,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T113504578561,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T113504578561,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T113504578561,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T113504578561,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T113504578561,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T113504578561,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T113504578561,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v3_B_base_openrouter_20260729T113504578561,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openrouter_20260729T113504578561,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T113504578561,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T113504578561,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T113504578561,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T113504578561,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T113504578561,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T113504578561,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,base,M06_switch_tool,True,wrong_tool,extra_tool_call,lookup,lookup|social_search,False,False,False,extra tool call social_search
v3_B_group_openrouter_20260729T113723935590,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,group,G01_liverpool_news_today,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260729T113723935590,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,group,G02_read_club_news_url,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_group_openrouter_20260729T113723935590,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,group,G03_instagram_club_profile,False,wrong_tool,wrong_arg_value,instagram_profile,instagram_profile,False,True,False,"profile_url: expected '@realmadrid', got 'realmadrid'"
v3_B_group_openrouter_20260729T113723935590,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,group,G04_facebook_page_identity,False,wrong_tool,,facebook_page_transparency,facebook_page_transparency,True,True,True,
v3_B_group_openrouter_20260729T113723935590,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,group,G05_missing_claim_subject,False,missing_info,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260729T113723935590,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,group,G06_carry_club_change_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260729T113723935590,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,group,G07_correct_player,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260729T113723935590,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,group,G08_switch_web_to_url,True,wrong_tool,,fetch,fetch,True,True,True,
v3_B_group_openrouter_20260729T113723935590,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,group,G09_supply_facebook_page_id,True,missing_info,,facebook_page_transparency,facebook_page_transparency,True,True,True,
v3_B_group_openrouter_20260729T113723935590,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,group,G10_cancel_research,True,unnecessary_tool,,no_tool,,True,True,True,
v3_B_group_openrouter_20260729T113848725170,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,group,G01_liverpool_news_today,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260729T113848725170,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,group,G02_read_club_news_url,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_group_openrouter_20260729T113848725170,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,group,G03_instagram_club_profile,False,wrong_tool,,instagram_profile,instagram_profile,True,True,True,
v3_B_group_openrouter_20260729T113848725170,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,group,G04_facebook_page_identity,False,wrong_tool,,facebook_page_transparency,facebook_page_transparency,True,True,True,
v3_B_group_openrouter_20260729T113848725170,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,group,G05_missing_claim_subject,False,missing_info,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260729T113848725170,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,group,G06_carry_club_change_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260729T113848725170,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,group,G07_correct_player,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260729T113848725170,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,group,G08_switch_web_to_url,True,wrong_tool,,fetch,fetch,True,True,True,
v3_B_group_openrouter_20260729T113848725170,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,group,G09_supply_facebook_page_id,True,missing_info,,facebook_page_transparency,facebook_page_transparency,True,True,True,
v3_B_group_openrouter_20260729T113848725170,v3,v3+p2c2ebf93e07b+tbdaa384b0f0f,group,G10_cancel_research,True,unnecessary_tool,,no_tool,,True,True,True,
v4_B_base_openrouter_20260729T122342377504,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v4_B_base_openrouter_20260729T122342377504,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v4_B_base_openrouter_20260729T122342377504,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v4_B_base_openrouter_20260729T122342377504,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v4_B_base_openrouter_20260729T122342377504,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_openrouter_20260729T122342377504,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_base_openrouter_20260729T122342377504,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v4_B_base_openrouter_20260729T122342377504,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v4_B_base_openrouter_20260729T122342377504,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v4_B_base_openrouter_20260729T122342377504,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v4_B_base_openrouter_20260729T122342377504,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v4_B_base_openrouter_20260729T122342377504,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v4_B_base_openrouter_20260729T122342377504,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v4_B_base_openrouter_20260729T122342377504,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v4_B_base_openrouter_20260729T122342377504,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v4_B_base_openrouter_20260729T122342377504,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_base_openrouter_20260729T122342377504,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_openrouter_20260729T122342377504,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v4_B_base_openrouter_20260729T122342377504,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_openrouter_20260729T122342377504,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,base,M06_switch_tool,True,wrong_tool,extra_tool_call,lookup,lookup|social_search,False,False,False,extra tool call social_search
v4_B_group_openrouter_20260729T122432496314,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,group,G01_liverpool_news_today,False,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_group_openrouter_20260729T122432496314,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,group,G02_read_club_news_url,False,wrong_tool,,fetch,fetch,True,True,True,
v4_B_group_openrouter_20260729T122432496314,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,group,G03_instagram_club_profile,False,wrong_tool,,instagram_profile,instagram_profile,True,True,True,
v4_B_group_openrouter_20260729T122432496314,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,group,G04_facebook_page_identity,False,wrong_tool,,facebook_page_transparency,facebook_page_transparency,True,True,True,
v4_B_group_openrouter_20260729T122432496314,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,group,G05_missing_claim_subject,False,missing_info,,clarify,clarify,True,True,True,
v4_B_group_openrouter_20260729T122432496314,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,group,G06_carry_club_change_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_group_openrouter_20260729T122432496314,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,group,G07_correct_player,True,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_group_openrouter_20260729T122432496314,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,group,G08_switch_web_to_url,True,wrong_tool,,fetch,fetch,True,True,True,
v4_B_group_openrouter_20260729T122432496314,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,group,G09_supply_facebook_page_id,True,missing_info,,facebook_page_transparency,facebook_page_transparency,True,True,True,
v4_B_group_openrouter_20260729T122432496314,v4,v4+pf7dbd0fcdc85+tbdaa384b0f0f,group,G10_cancel_research,True,unnecessary_tool,,no_tool,,True,True,True,
v5_B_base_openrouter_20260729T133509855200,v5,v5+p37022cf6ad67+t45ea0081bd69,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v5_B_base_openrouter_20260729T133509855200,v5,v5+p37022cf6ad67+t45ea0081bd69,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v5_B_base_openrouter_20260729T133509855200,v5,v5+p37022cf6ad67+t45ea0081bd69,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v5_B_base_openrouter_20260729T133509855200,v5,v5+p37022cf6ad67+t45ea0081bd69,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v5_B_base_openrouter_20260729T133509855200,v5,v5+p37022cf6ad67+t45ea0081bd69,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v5_B_base_openrouter_20260729T133509855200,v5,v5+p37022cf6ad67+t45ea0081bd69,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_base_openrouter_20260729T133509855200,v5,v5+p37022cf6ad67+t45ea0081bd69,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v5_B_base_openrouter_20260729T133509855200,v5,v5+p37022cf6ad67+t45ea0081bd69,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v5_B_base_openrouter_20260729T133509855200,v5,v5+p37022cf6ad67+t45ea0081bd69,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v5_B_base_openrouter_20260729T133509855200,v5,v5+p37022cf6ad67+t45ea0081bd69,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v5_B_base_openrouter_20260729T133509855200,v5,v5+p37022cf6ad67+t45ea0081bd69,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v5_B_base_openrouter_20260729T133509855200,v5,v5+p37022cf6ad67+t45ea0081bd69,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v5_B_base_openrouter_20260729T133509855200,v5,v5+p37022cf6ad67+t45ea0081bd69,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v5_B_base_openrouter_20260729T133509855200,v5,v5+p37022cf6ad67+t45ea0081bd69,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v5_B_base_openrouter_20260729T133509855200,v5,v5+p37022cf6ad67+t45ea0081bd69,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v5_B_base_openrouter_20260729T133509855200,v5,v5+p37022cf6ad67+t45ea0081bd69,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_base_openrouter_20260729T133509855200,v5,v5+p37022cf6ad67+t45ea0081bd69,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v5_B_base_openrouter_20260729T133509855200,v5,v5+p37022cf6ad67+t45ea0081bd69,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v5_B_base_openrouter_20260729T133509855200,v5,v5+p37022cf6ad67+t45ea0081bd69,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v5_B_base_openrouter_20260729T133509855200,v5,v5+p37022cf6ad67+t45ea0081bd69,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v5_B_base_openrouter_20260729T134241152755,v5,v5+p520f36050b86+tb303857e6606,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v5_B_base_openrouter_20260729T134241152755,v5,v5+p520f36050b86+tb303857e6606,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v5_B_base_openrouter_20260729T134241152755,v5,v5+p520f36050b86+tb303857e6606,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
